"id","kategorie","skupina","podnet","usmev","smer","kvalita","intenzita","instinkt","sire_oboci","vnitrni_oboci","zevni_oboci","horni_vicko","dolni_vicko","sire_koutky","vyska_koutky","horni_ret","dolni_ret","vyska_usta","horizontalne_hlava","vertikalne_hlava","atraktivita"
"7","evokace","6","zvedavost","17",1,1,1,1,0,13,15,5,18,11,8,8,5,12,3,5,95
"7","kontakt","6","prekvapeni","18",1,2,1,1,0,32,35,7,0,6,20,10,9,19,5,6,76
"7","deprese","7","nesouhlas","19",1,0,1,6,9,6,4,3,9,5,38,1,12,10,14,6,73
"7","obava","7","nerozhodnost","20",1,1,1,6,4,9,2,17,4,7,25,9,9,1,4,4,88
"7","ocekavani","7","souhlas","21",1,2,1,6,27,26,8,13,8,19,56,3,5,22,9,4,110
"7","odmitnuti","8","blazenost","22",0,0,2,0,3,4,5,25,3,0,52,3,19,43,9,9,132
"7","pohoda","8","poteseni","23",0,1,2,0,1,2,15,0,15,44,59,5,20,1,0,7,138
"7","reakce","8","hrdost","24",0,2,2,0,11,7,19,2,18,13,48,3,13,39,6,7,105
"7","deprese","9","pobaveni","25",0,0,2,4,0,6,1,9,4,38,56,6,9,9,5,7,132
"7","ocekavani","9","veseli","26",0,1,2,4,0,15,7,16,2,36,50,4,21,6,2,6,133
"7","deprese","9","smich","27",0,2,2,4,0,7,6,23,7,45,67,4,17,9,7,9,116
"7","odmitnuti","10","skepse","28",0,0,0,0,2,0,1,7,1,17,27,2,7,14,2,6,104
"7","zabava","10","nuda","29",0,1,0,0,0,0,6,18,6,0,16,16,14,7,7,6,104
"7","obrana","10","znechuceni","30",0,2,0,0,16,10,5,2,2,6,25,1,11,4,4,6,83
"7","rozhodnuti","11","smutek","31",0,0,0,3,15,7,3,8,5,2,25,10,17,8,2,5,82
"7","rozhodnuti","11","frustrace","32",0,1,0,3,6,4,3,2,8,14,28,2,13,5,2,4,62
"7","ocekavani","11","bolest","33",0,2,0,3,25,17,14,30,9,2,21,9,8,8,2,4,64
"7","obrana","12","starost","34",0,0,0,2,33,11,6,10,5,5,18,11,13,7,1,6,78
"7","obava","12","znepokojeni","35",0,1,0,2,26,8,3,4,6,5,23,3,13,1,4,4,81
"7","evokace","12","ulek","36",0,2,0,2,4,15,21,4,9,13,25,12,13,0,5,8,62
"7","zabava","13","rozmysl","37",0,0,2,6,6,2,24,2,3,44,22,6,11,2,5,7,104
"7","pohoda","13","optimizmus","38",0,1,2,6,0,2,1,10,6,15,26,2,20,1,1,5,113
"7","kontakt","13","odhodlani","39",0,2,2,6,14,2,8,2,4,15,27,6,16,3,4,4,70
"7","vstrictnost","14","nadeje","40",0,0,1,1,0,20,25,1,7,2,31,8,10,2,5,3,93
"7","vstrictnost","14","vzruseni","41",0,1,1,1,0,25,26,15,9,25,37,4,9,4,1,3,102
"7","evokace","14","nadseni","42",0,2,1,1,2,18,24,10,12,32,51,18,18,8,5,9,115
"8","rozhodnuti","1","zdvorilost","1",1,0,2,5,0,8,13,5,7,28,23,3,16,6,3,7,112
"8","pohoda","1","pratelstvi","2",1,1,2,5,1,8,6,6,4,25,37,6,13,8,1,9,125
"8","reakce","1","radost","3",1,2,2,5,1,11,13,0,10,16,42,10,14,16,5,8,77
"8","rozhodnuti","2","empatie","4",1,0,2,4,0,5,7,2,16,26,46,1,13,9,2,3,132
"8","obava","2","dik","5",1,1,2,4,0,8,2,5,6,16,42,0,12,6,2,3,128
"8","pohoda","2","obdiv","6",1,2,2,4,0,9,6,3,1,16,27,6,17,1,5,4,125
"8","agrese","3","sdeleni","7",1,0,2,3,8,1,15,0,1,6,22,8,28,1,1,7,116
"8","reakce","3","svadeni","8",1,1,2,3,4,9,13,9,12,2,45,6,14,8,10,10,141
"8","kontakt","3","vyzva","9",1,2,2,3,0,28,36,6,6,20,34,4,8,11,8,7,107
"8","obrana","4","nevinnost","10",1,0,2,5,17,4,18,2,1,7,8,10,18,16,9,6,83
"8","agrese","4","stud","11",1,1,2,5,12,9,15,6,11,10,9,3,18,3,11,3,98
"8","reakce","4","omluva","12",1,2,2,5,28,10,13,4,1,16,23,7,9,6,9,4,83
"8","rozhodnuti","5","ironie","13",1,0,0,2,7,3,13,3,7,28,31,7,19,14,4,6,89
"8","deprese","5","arogance","14",1,1,0,2,15,11,1,2,6,25,35,9,10,11,5,5,83
"8","ocekavani","5","zlost","15",1,2,0,2,0,13,12,16,5,16,19,1,13,15,2,3,80
"8","vstrictnost","6","pozornost","16",1,0,1,1,4,23,31,6,8,4,17,0,5,0,6,7,79
"8","obrana","6","zvedavost","17",1,1,1,1,0,13,15,5,18,11,8,8,5,12,3,5,95
"8","kontakt","6","prekvapeni","18",1,2,1,1,0,32,35,7,0,6,20,10,9,19,5,6,76
"8","zabava","7","nesouhlas","19",1,0,1,6,9,6,4,3,9,5,38,1,12,10,14,6,73
"8","deprese","7","nerozhodnost","20",1,1,1,6,4,9,2,17,4,7,25,9,9,1,4,4,88
"8","ocekavani","7","souhlas","21",1,2,1,6,27,26,8,13,8,19,56,3,5,22,9,4,110
"8","zabava","8","blazenost","22",0,0,2,0,3,4,5,25,3,0,52,3,19,43,9,9,132
"8","agrese","8","poteseni","23",0,1,2,0,1,2,15,0,15,44,59,5,20,1,0,7,138
"8","obrana","8","hrdost","24",0,2,2,0,11,7,19,2,18,13,48,3,13,39,6,7,105
"8","deprese","9","pobaveni","25",0,0,2,4,0,6,1,9,4,38,56,6,9,9,5,7,132
"8","rozvaha","9","veseli","26",0,1,2,4,0,15,7,16,2,36,50,4,21,6,2,6,133
"8","rozvaha","9","smich","27",0,2,2,4,0,7,6,23,7,45,67,4,17,9,7,9,116
"8","obava","10","skepse","28",0,0,0,0,2,0,1,7,1,17,27,2,7,14,2,6,104
"8","rozvaha","10","nuda","29",0,1,0,0,0,0,6,18,6,0,16,16,14,7,7,6,104
"8","zabava","10","znechuceni","30",0,2,0,0,16,10,5,2,2,6,25,1,11,4,4,6,83
"8","odmitnuti","11","smutek","31",0,0,0,3,15,7,3,8,5,2,25,10,17,8,2,5,82
"8","odmitnuti","11","frustrace","32",0,1,0,3,6,4,3,2,8,14,28,2,13,5,2,4,62
"8","ocekavani","11","bolest","33",0,2,0,3,25,17,14,30,9,2,21,9,8,8,2,4,64
"8","pohoda","12","starost","34",0,0,0,2,33,11,6,10,5,5,18,11,13,7,1,6,78
"8","odmitnuti","12","znepokojeni","35",0,1,0,2,26,8,3,4,6,5,23,3,13,1,4,4,81
"8","evokace","12","ulek","36",0,2,0,2,4,15,21,4,9,13,25,12,13,0,5,8,62
"8","evokace","13","rozmysl","37",0,0,2,6,6,2,24,2,3,44,22,6,11,2,5,7,104
"8","obava","13","optimizmus","38",0,1,2,6,0,2,1,10,6,15,26,2,20,1,1,5,113
"8","kontakt","13","odhodlani","39",0,2,2,6,14,2,8,2,4,15,27,6,16,3,4,4,70
"8","vstrictnost","14","nadeje","40",0,0,1,1,0,20,25,1,7,2,31,8,10,2,5,3,93
"8","vstrictnost","14","vzruseni","41",0,1,1,1,0,25,26,15,9,25,37,4,9,4,1,3,102
"8","evokace","14","nadseni","42",0,2,1,1,2,18,24,10,12,32,51,18,18,8,5,9,115
"9","vstrictnost","1","zdvorilost","1",1,0,2,5,0,8,13,5,7,28,23,3,16,6,3,7,112
"9","zabava","1","pratelstvi","2",1,1,2,5,1,8,6,6,4,25,37,6,13,8,1,9,125
"9","agrese","1","radost","3",1,2,2,5,1,11,13,0,10,16,42,10,14,16,5,8,77
"9","obrana","2","empatie","4",1,0,2,4,0,5,7,2,16,26,46,1,13,9,2,3,132
"9","pohoda","2","dik","5",1,1,2,4,0,8,2,5,6,16,42,0,12,6,2,3,128
"9","rozhodnuti","2","obdiv","6",1,2,2,4,0,9,6,3,1,16,27,6,17,1,5,4,125
"9","agrese","3","sdeleni","7",1,0,2,3,8,1,15,0,1,6,22,8,28,1,1,7,116
"9","kontakt","3","svadeni","8",1,1,2,3,4,9,13,9,12,2,45,6,14,8,10,10,141
"9","zabava","3","vyzva","9",1,2,2,3,0,28,36,6,6,20,34,4,8,11,8,7,107
"9","obrana","4","nevinnost","10",1,0,2,5,17,4,18,2,1,7,8,10,18,16,9,6,83
"9","vstrictnost","4","stud","11",1,1,2,5,12,9,15,6,11,10,9,3,18,3,11,3,98
"9","evokace","4","omluva","12",1,2,2,5,28,10,13,4,1,16,23,7,9,6,9,4,83
"9","rozhodnuti","5","ironie","13",1,0,0,2,7,3,13,3,7,28,31,7,19,14,4,6,89
"9","rozhodnuti","5","arogance","14",1,1,0,2,15,11,1,2,6,25,35,9,10,11,5,5,83
"9","rozvaha","5","zlost","15",1,2,0,2,0,13,12,16,5,16,19,1,13,15,2,3,80
"9","kontakt","6","pozornost","16",1,0,1,1,4,23,31,6,8,4,17,0,5,0,6,7,79
"9","pohoda","6","zvedavost","17",1,1,1,1,0,13,15,5,18,11,8,8,5,12,3,5,95
"9","zabava","6","prekvapeni","18",1,2,1,1,0,32,35,7,0,6,20,10,9,19,5,6,76
"9","evokace","7","nesouhlas","19",1,0,1,6,9,6,4,3,9,5,38,1,12,10,14,6,73
"9","rozvaha","7","nerozhodnost","20",1,1,1,6,4,9,2,17,4,7,25,9,9,1,4,4,88
"9","obava","7","souhlas","21",1,2,1,6,27,26,8,13,8,19,56,3,5,22,9,4,110
"9","ocekavani","8","blazenost","22",0,0,2,0,3,4,5,25,3,0,52,3,19,43,9,9,132
"9","obrana","8","poteseni","23",0,1,2,0,1,2,15,0,15,44,59,5,20,1,0,7,138
"9","reakce","8","hrdost","24",0,2,2,0,11,7,19,2,18,13,48,3,13,39,6,7,105
"9","odmitnuti","9","pobaveni","25",0,0,2,4,0,6,1,9,4,38,56,6,9,9,5,7,132
"9","obava","9","veseli","26",0,1,2,4,0,15,7,16,2,36,50,4,21,6,2,6,133
"9","ocekavani","9","smich","27",0,2,2,4,0,7,6,23,7,45,67,4,17,9,7,9,116
"9","odmitnuti","10","skepse","28",0,0,0,0,2,0,1,7,1,17,27,2,7,14,2,6,104
"9","rozvaha","10","nuda","29",0,1,0,0,0,0,6,18,6,0,16,16,14,7,7,6,104
"9","reakce","10","znechuceni","30",0,2,0,0,16,10,5,2,2,6,25,1,11,4,4,6,83
"9","odmitnuti","11","smutek","31",0,0,0,3,15,7,3,8,5,2,25,10,17,8,2,5,82
"9","reakce","11","frustrace","32",0,1,0,3,6,4,3,2,8,14,28,2,13,5,2,4,62
"9","ocekavani","11","bolest","33",0,2,0,3,25,17,14,30,9,2,21,9,8,8,2,4,64
"9","deprese","12","starost","34",0,0,0,2,33,11,6,10,5,5,18,11,13,7,1,6,78
"9","pohoda","12","znepokojeni","35",0,1,0,2,26,8,3,4,6,5,23,3,13,1,4,4,81
"9","vstrictnost","12","ulek","36",0,2,0,2,4,15,21,4,9,13,25,12,13,0,5,8,62
"9","evokace","13","rozmysl","37",0,0,2,6,6,2,24,2,3,44,22,6,11,2,5,7,104
"9","deprese","13","optimizmus","38",0,1,2,6,0,2,1,10,6,15,26,2,20,1,1,5,113
"9","kontakt","13","odhodlani","39",0,2,2,6,14,2,8,2,4,15,27,6,16,3,4,4,70
"9","agrese","14","nadeje","40",0,0,1,1,0,20,25,1,7,2,31,8,10,2,5,3,93
"9","obava","14","vzruseni","41",0,1,1,1,0,25,26,15,9,25,37,4,9,4,1,3,102
"9","deprese","14","nadseni","42",0,2,1,1,2,18,24,10,12,32,51,18,18,8,5,9,115
"10","zabava","1","zdvorilost","1",1,0,2,5,0,8,13,5,7,28,23,3,16,6,3,7,112
"10","reakce","1","pratelstvi","2",1,1,2,5,1,8,6,6,4,25,37,6,13,8,1,9,125
"10","obava","1","radost","3",1,2,2,5,1,11,13,0,10,16,42,10,14,16,5,8,77
"10","ocekavani","2","empatie","4",1,0,2,4,0,5,7,2,16,26,46,1,13,9,2,3,132
"10","zabava","2","dik","5",1,1,2,4,0,8,2,5,6,16,42,0,12,6,2,3,128
"10","evokace","2","obdiv","6",1,2,2,4,0,9,6,3,1,16,27,6,17,1,5,4,125
"10","agrese","3","sdeleni","7",1,0,2,3,8,1,15,0,1,6,22,8,28,1,1,7,116
"10","rozvaha","3","svadeni","8",1,1,2,3,4,9,13,9,12,2,45,6,14,8,10,10,141
"10","zabava","3","vyzva","9",1,2,2,3,0,28,36,6,6,20,34,4,8,11,8,7,107
"10","evokace","4","nevinnost","10",1,0,2,5,17,4,18,2,1,7,8,10,18,16,9,6,83
"10","rozvaha","4","stud","11",1,1,2,5,12,9,15,6,11,10,9,3,18,3,11,3,98
"10","obrana","4","omluva","12",1,2,2,5,28,10,13,4,1,16,23,7,9,6,9,4,83
"10","odmitnuti","5","ironie","13",1,0,0,2,7,3,13,3,7,28,31,7,19,14,4,6,89
"10","pohoda","5","arogance","14",1,1,0,2,15,11,1,2,6,25,35,9,10,11,5,5,83
"10","pohoda","5","zlost","15",1,2,0,2,0,13,12,16,5,16,19,1,13,15,2,3,80
"10","deprese","6","pozornost","16",1,0,1,1,4,23,31,6,8,4,17,0,5,0,6,7,79
"10","kontakt","6","zvedavost","17",1,1,1,1,0,13,15,5,18,11,8,8,5,12,3,5,95
"10","obrana","6","prekvapeni","18",1,2,1,1,0,32,35,7,0,6,20,10,9,19,5,6,76
"10","obava","7","nesouhlas","19",1,0,1,6,9,6,4,3,9,5,38,1,12,10,14,6,73
"10","evokace","7","nerozhodnost","20",1,1,1,6,4,9,2,17,4,7,25,9,9,1,4,4,88
"10","deprese","7","souhlas","21",1,2,1,6,27,26,8,13,8,19,56,3,5,22,9,4,110
"10","reakce","8","blazenost","22",0,0,2,0,3,4,5,25,3,0,52,3,19,43,9,9,132
"10","ocekavani","8","poteseni","23",0,1,2,0,1,2,15,0,15,44,59,5,20,1,0,7,138
"10","ocekavani","8","hrdost","24",0,2,2,0,11,7,19,2,18,13,48,3,13,39,6,7,105
"10","rozhodnuti","9","pobaveni","25",0,0,2,4,0,6,1,9,4,38,56,6,9,9,5,7,132
"10","agrese","9","veseli","26",0,1,2,4,0,15,7,16,2,36,50,4,21,6,2,6,133
"10","odmitnuti","9","smich","27",0,2,2,4,0,7,6,23,7,45,67,4,17,9,7,9,116
"10","obrana","10","skepse","28",0,0,0,0,2,0,1,7,1,17,27,2,7,14,2,6,104
"10","vstrictnost","10","nuda","29",0,1,0,0,0,0,6,18,6,0,16,16,14,7,7,6,104
"10","agrese","10","znechuceni","30",0,2,0,0,16,10,5,2,2,6,25,1,11,4,4,6,83
"10","rozhodnuti","11","smutek","31",0,0,0,3,15,7,3,8,5,2,25,10,17,8,2,5,82
"10","deprese","11","frustrace","32",0,1,0,3,6,4,3,2,8,14,28,2,13,5,2,4,62
"10","vstrictnost","11","bolest","33",0,2,0,3,25,17,14,30,9,2,21,9,8,8,2,4,64
"10","rozhodnuti","12","starost","34",0,0,0,2,33,11,6,10,5,5,18,11,13,7,1,6,78
"10","pohoda","12","znepokojeni","35",0,1,0,2,26,8,3,4,6,5,23,3,13,1,4,4,81
"10","kontakt","12","ulek","36",0,2,0,2,4,15,21,4,9,13,25,12,13,0,5,8,62
"10","reakce","13","rozmysl","37",0,0,2,6,6,2,24,2,3,44,22,6,11,2,5,7,104
"10","vstrictnost","13","optimizmus","38",0,1,2,6,0,2,1,10,6,15,26,2,20,1,1,5,113
"10","kontakt","13","odhodlani","39",0,2,2,6,14,2,8,2,4,15,27,6,16,3,4,4,70
"10","odmitnuti","14","nadeje","40",0,0,1,1,0,20,25,1,7,2,31,8,10,2,5,3,93
"10","obava","14","vzruseni","41",0,1,1,1,0,25,26,15,9,25,37,4,9,4,1,3,102
"10","rozvaha","14","nadseni","42",0,2,1,1,2,18,24,10,12,32,51,18,18,8,5,9,115
"11","evokace","1","zdvorilost","1",1,0,2,5,0,8,13,5,7,28,23,3,16,6,3,7,112
"11","obrana","1","pratelstvi","2",1,1,2,5,1,8,6,6,4,25,37,6,13,8,1,9,125
"11","rozhodnuti","1","radost","3",1,2,2,5,1,11,13,0,10,16,42,10,14,16,5,8,77
"11","obrana","2","empatie","4",1,0,2,4,0,5,7,2,16,26,46,1,13,9,2,3,132
"11","rozhodnuti","2","dik","5",1,1,2,4,0,8,2,5,6,16,42,0,12,6,2,3,128
"11","reakce","2","obdiv","6",1,2,2,4,0,9,6,3,1,16,27,6,17,1,5,4,125
"11","deprese","3","sdeleni","7",1,0,2,3,8,1,15,0,1,6,22,8,28,1,1,7,116
"11","ocekavani","3","svadeni","8",1,1,2,3,4,9,13,9,12,2,45,6,14,8,10,10,141
"11","agrese","3","vyzva","9",1,2,2,3,0,28,36,6,6,20,34,4,8,11,8,7,107
"11","odmitnuti","4","nevinnost","10",1,0,2,5,17,4,18,2,1,7,8,10,18,16,9,6,83
"11","zabava","4","stud","11",1,1,2,5,12,9,15,6,11,10,9,3,18,3,11,3,98
"11","reakce","4","omluva","12",1,2,2,5,28,10,13,4,1,16,23,7,9,6,9,4,83
"11","evokace","5","ironie","13",1,0,0,2,7,3,13,3,7,28,31,7,19,14,4,6,89
"11","obrana","5","arogance","14",1,1,0,2,15,11,1,2,6,25,35,9,10,11,5,5,83
"11","rozhodnuti","5","zlost","15",1,2,0,2,0,13,12,16,5,16,19,1,13,15,2,3,80
"11","obava","6","pozornost","16",1,0,1,1,4,23,31,6,8,4,17,0,5,0,6,7,79
"11","zabava","6","zvedavost","17",1,1,1,1,0,13,15,5,18,11,8,8,5,12,3,5,95
"11","odmitnuti","6","prekvapeni","18",1,2,1,1,0,32,35,7,0,6,20,10,9,19,5,6,76
"11","obava","7","nesouhlas","19",1,0,1,6,9,6,4,3,9,5,38,1,12,10,14,6,73
"11","odmitnuti","7","nerozhodnost","20",1,1,1,6,4,9,2,17,4,7,25,9,9,1,4,4,88
"11","agrese","7","souhlas","21",1,2,1,6,27,26,8,13,8,19,56,3,5,22,9,4,110
"11","ocekavani","8","blazenost","22",0,0,2,0,3,4,5,25,3,0,52,3,19,43,9,9,132
"11","vstrictnost","8","poteseni","23",0,1,2,0,1,2,15,0,15,44,59,5,20,1,0,7,138
"11","zabava","8","hrdost","24",0,2,2,0,11,7,19,2,18,13,48,3,13,39,6,7,105
"11","vstrictnost","9","pobaveni","25",0,0,2,4,0,6,1,9,4,38,56,6,9,9,5,7,132
"11","vstrictnost","9","veseli","26",0,1,2,4,0,15,7,16,2,36,50,4,21,6,2,6,133
"11","kontakt","9","smich","27",0,2,2,4,0,7,6,23,7,45,67,4,17,9,7,9,116
"11","reakce","10","skepse","28",0,0,0,0,2,0,1,7,1,17,27,2,7,14,2,6,104
"11","ocekavani","10","nuda","29",0,1,0,0,0,0,6,18,6,0,16,16,14,7,7,6,104
"11","deprese","10","znechuceni","30",0,2,0,0,16,10,5,2,2,6,25,1,11,4,4,6,83
"11","rozvaha","11","smutek","31",0,0,0,3,15,7,3,8,5,2,25,10,17,8,2,5,82
"11","pohoda","11","frustrace","32",0,1,0,3,6,4,3,2,8,14,28,2,13,5,2,4,62
"11","rozvaha","11","bolest","33",0,2,0,3,25,17,14,30,9,2,21,9,8,8,2,4,64
"11","deprese","12","starost","34",0,0,0,2,33,11,6,10,5,5,18,11,13,7,1,6,78
"11","obava","12","znepokojeni","35",0,1,0,2,26,8,3,4,6,5,23,3,13,1,4,4,81
"11","pohoda","12","ulek","36",0,2,0,2,4,15,21,4,9,13,25,12,13,0,5,8,62
"11","kontakt","13","rozmysl","37",0,0,2,6,6,2,24,2,3,44,22,6,11,2,5,7,104
"11","pohoda","13","optimizmus","38",0,1,2,6,0,2,1,10,6,15,26,2,20,1,1,5,113
"11","kontakt","13","odhodlani","39",0,2,2,6,14,2,8,2,4,15,27,6,16,3,4,4,70
"11","rozvaha","14","nadeje","40",0,0,1,1,0,20,25,1,7,2,31,8,10,2,5,3,93
"11","agrese","14","vzruseni","41",0,1,1,1,0,25,26,15,9,25,37,4,9,4,1,3,102
"11","evokace","14","nadseni","42",0,2,1,1,2,18,24,10,12,32,51,18,18,8,5,9,115
"12","odmitnuti","1","zdvorilost","1",1,0,2,5,0,8,13,5,7,28,23,3,16,6,3,7,112
"12","agrese","1","pratelstvi","2",1,1,2,5,1,8,6,6,4,25,37,6,13,8,1,9,125
"12","agrese","1","radost","3",1,2,2,5,1,11,13,0,10,16,42,10,14,16,5,8,77
"12","obrana","2","empatie","4",1,0,2,4,0,5,7,2,16,26,46,1,13,9,2,3,132
"12","obrana","2","dik","5",1,1,2,4,0,8,2,5,6,16,42,0,12,6,2,3,128
"12","pohoda","2","obdiv","6",1,2,2,4,0,9,6,3,1,16,27,6,17,1,5,4,125
"12","deprese","3","sdeleni","7",1,0,2,3,8,1,15,0,1,6,22,8,28,1,1,7,116
"12","obrana","3","svadeni","8",1,1,2,3,4,9,13,9,12,2,45,6,14,8,10,10,141
"12","reakce","3","vyzva","9",1,2,2,3,0,28,36,6,6,20,34,4,8,11,8,7,107
"12","ocekavani","4","nevinnost","10",1,0,2,5,17,4,18,2,1,7,8,10,18,16,9,6,83
"12","ocekavani","4","stud","11",1,1,2,5,12,9,15,6,11,10,9,3,18,3,11,3,98
"12","odmitnuti","4","omluva","12",1,2,2,5,28,10,13,4,1,16,23,7,9,6,9,4,83
"12","rozhodnuti","5","ironie","13",1,0,0,2,7,3,13,3,7,28,31,7,19,14,4,6,89
"12","reakce","5","arogance","14",1,1,0,2,15,11,1,2,6,25,35,9,10,11,5,5,83
"12","obava","5","zlost","15",1,2,0,2,0,13,12,16,5,16,19,1,13,15,2,3,80
"12","rozvaha","6","pozornost","16",1,0,1,1,4,23,31,6,8,4,17,0,5,0,6,7,79
"12","ocekavani","6","zvedavost","17",1,1,1,1,0,13,15,5,18,11,8,8,5,12,3,5,95
"12","obava","6","prekvapeni","18",1,2,1,1,0,32,35,7,0,6,20,10,9,19,5,6,76
"12","agrese","7","nesouhlas","19",1,0,1,6,9,6,4,3,9,5,38,1,12,10,14,6,73
"12","zabava","7","nerozhodnost","20",1,1,1,6,4,9,2,17,4,7,25,9,9,1,4,4,88
"12","vstrictnost","7","souhlas","21",1,2,1,6,27,26,8,13,8,19,56,3,5,22,9,4,110
"12","vstrictnost","8","blazenost","22",0,0,2,0,3,4,5,25,3,0,52,3,19,43,9,9,132
"12","kontakt","8","poteseni","23",0,1,2,0,1,2,15,0,15,44,59,5,20,1,0,7,138
"12","evokace","8","hrdost","24",0,2,2,0,11,7,19,2,18,13,48,3,13,39,6,7,105
"12","vstrictnost","9","pobaveni","25",0,0,2,4,0,6,1,9,4,38,56,6,9,9,5,7,132
"12","evokace","9","veseli","26",0,1,2,4,0,15,7,16,2,36,50,4,21,6,2,6,133
"12","kontakt","9","smich","27",0,2,2,4,0,7,6,23,7,45,67,4,17,9,7,9,116
"12","pohoda","10","skepse","28",0,0,0,0,2,0,1,7,1,17,27,2,7,14,2,6,104
"12","rozvaha","10","nuda","29",0,1,0,0,0,0,6,18,6,0,16,16,14,7,7,6,104
"12","zabava","10","znechuceni","30",0,2,0,0,16,10,5,2,2,6,25,1,11,4,4,6,83
"12","odmitnuti","11","smutek","31",0,0,0,3,15,7,3,8,5,2,25,10,17,8,2,5,82
"12","rozhodnuti","11","frustrace","32",0,1,0,3,6,4,3,2,8,14,28,2,13,5,2,4,62
"12","obava","11","bolest","33",0,2,0,3,25,17,14,30,9,2,21,9,8,8,2,4,64
"12","rozvaha","12","starost","34",0,0,0,2,33,11,6,10,5,5,18,11,13,7,1,6,78
"12","deprese","12","znepokojeni","35",0,1,0,2,26,8,3,4,6,5,23,3,13,1,4,4,81
"12","zabava","12","ulek","36",0,2,0,2,4,15,21,4,9,13,25,12,13,0,5,8,62
"12","deprese","13","rozmysl","37",0,0,2,6,6,2,24,2,3,44,22,6,11,2,5,7,104
"12","pohoda","13","optimizmus","38",0,1,2,6,0,2,1,10,6,15,26,2,20,1,1,5,113
"12","kontakt","13","odhodlani","39",0,2,2,6,14,2,8,2,4,15,27,6,16,3,4,4,70
"12","rozhodnuti","14","nadeje","40",0,0,1,1,0,20,25,1,7,2,31,8,10,2,5,3,93
"12","reakce","14","vzruseni","41",0,1,1,1,0,25,26,15,9,25,37,4,9,4,1,3,102
"12","evokace","14","nadseni","42",0,2,1,1,2,18,24,10,12,32,51,18,18,8,5,9,115
"13","reakce","1","zdvorilost","1",1,0,2,5,0,8,13,5,7,28,23,3,16,6,3,7,112
"13","pohoda","1","pratelstvi","2",1,1,2,5,1,8,6,6,4,25,37,6,13,8,1,9,125
"13","obava","1","radost","3",1,2,2,5,1,11,13,0,10,16,42,10,14,16,5,8,77
"13","evokace","2","empatie","4",1,0,2,4,0,5,7,2,16,26,46,1,13,9,2,3,132
"13","vstrictnost","2","dik","5",1,1,2,4,0,8,2,5,6,16,42,0,12,6,2,3,128
"13","zabava","2","obdiv","6",1,2,2,4,0,9,6,3,1,16,27,6,17,1,5,4,125
"13","odmitnuti","3","sdeleni","7",1,0,2,3,8,1,15,0,1,6,22,8,28,1,1,7,116
"13","pohoda","3","svadeni","8",1,1,2,3,4,9,13,9,12,2,45,6,14,8,10,10,141
"13","kontakt","3","vyzva","9",1,2,2,3,0,28,36,6,6,20,34,4,8,11,8,7,107
"13","rozvaha","4","nevinnost","10",1,0,2,5,17,4,18,2,1,7,8,10,18,16,9,6,83
"13","reakce","4","stud","11",1,1,2,5,12,9,15,6,11,10,9,3,18,3,11,3,98
"13","odmitnuti","4","omluva","12",1,2,2,5,28,10,13,4,1,16,23,7,9,6,9,4,83
"13","zabava","5","ironie","13",1,0,0,2,7,3,13,3,7,28,31,7,19,14,4,6,89
"13","deprese","5","arogance","14",1,1,0,2,15,11,1,2,6,25,35,9,10,11,5,5,83
"13","vstrictnost","5","zlost","15",1,2,0,2,0,13,12,16,5,16,19,1,13,15,2,3,80
"13","evokace","6","pozornost","16",1,0,1,1,4,23,31,6,8,4,17,0,5,0,6,7,79
"13","deprese","6","zvedavost","17",1,1,1,1,0,13,15,5,18,11,8,8,5,12,3,5,95
"13","rozvaha","6","prekvapeni","18",1,2,1,1,0,32,35,7,0,6,20,10,9,19,5,6,76
"13","evokace","7","nesouhlas","19",1,0,1,6,9,6,4,3,9,5,38,1,12,10,14,6,73
"13","deprese","7","nerozhodnost","20",1,1,1,6,4,9,2,17,4,7,25,9,9,1,4,4,88
"13","agrese","7","souhlas","21",1,2,1,6,27,26,8,13,8,19,56,3,5,22,9,4,110
"13","agrese","8","blazenost","22",0,0,2,0,3,4,5,25,3,0,52,3,19,43,9,9,132
"13","kontakt","8","poteseni","23",0,1,2,0,1,2,15,0,15,44,59,5,20,1,0,7,138
"13","agrese","8","hrdost","24",0,2,2,0,11,7,19,2,18,13,48,3,13,39,6,7,105
"13","pohoda","9","pobaveni","25",0,0,2,4,0,6,1,9,4,38,56,6,9,9,5,7,132
"13","rozhodnuti","9","veseli","26",0,1,2,4,0,15,7,16,2,36,50,4,21,6,2,6,133
"13","rozhodnuti","9","smich","27",0,2,2,4,0,7,6,23,7,45,67,4,17,9,7,9,116
"13","obrana","10","skepse","28",0,0,0,0,2,0,1,7,1,17,27,2,7,14,2,6,104
"13","ocekavani","10","nuda","29",0,1,0,0,0,0,6,18,6,0,16,16,14,7,7,6,104
"13","vstrictnost","10","znechuceni","30",0,2,0,0,16,10,5,2,2,6,25,1,11,4,4,6,83
"13","obava","11","smutek","31",0,0,0,3,15,7,3,8,5,2,25,10,17,8,2,5,82
"13","obrana","11","frustrace","32",0,1,0,3,6,4,3,2,8,14,28,2,13,5,2,4,62
"13","obava","11","bolest","33",0,2,0,3,25,17,14,30,9,2,21,9,8,8,2,4,64
"13","rozvaha","12","starost","34",0,0,0,2,33,11,6,10,5,5,18,11,13,7,1,6,78
"13","reakce","12","znepokojeni","35",0,1,0,2,26,8,3,4,6,5,23,3,13,1,4,4,81
